Address_x,Eircode,ifsc_distance_km,ifsc_duration_min,ifsc_distance_m,ifsc_duration_s,Type,Bed,Bath,Size,BER,Built,Sold Date,Asking Price,Sold Price,Short Address,Date of Sale (dd/mm/yyyy),Address_y,County,Price (ï¿½),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"15 Valley Park Dr, Finglas West Dublin 11, Dublin, Dublin 11, Dublin",D11T9C4,6.93,27.433333333333334,6930,1646,Terrace,3,1,93.0 m²,—,—,05/02/2025,"€295,000","€316,000","15 VALLEY PARK DR, FINGLAS WEST DUBLIN 11, DUBLIN",05/02/2025,"15 VALLEY PARK DR, FINGLAS WEST DUBLIN 11, DUBLIN",Dublin,"ï¿½316,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 248, The Island, Martins Row Dublin 20, Dublin 20, Dublin",D20PD93,6.816,24.683333333333334,6816,1481,Apartment,1,1,51.0 m²,C2,—,05/02/2025,"€260,000","€305,000","APT 248, THE ISLAND, MARTINS ROW DUBLIN 20",05/02/2025,"APT 248, THE ISLAND, MARTINS ROW DUBLIN 20",Dublin,"ï¿½305,000.00",No,No,Second-Hand Dwelling house /Apartment,
"103 St Mobhi Road, Glasnevin, Dublin 9, Dublin 9, Dublin",D09T973,3.911,14.766666666666667,3911,886,Semi-D,4,2,119.0 m²,—,—,05/02/2025,"€725,000","€800,000","103 ST MOBHI ROAD, GLASNEVIN, DUBLIN 9",05/02/2025,"103 ST MOBHI ROAD, GLASNEVIN, DUBLIN 9",Dublin,"ï¿½800,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apartment 504, Longboat Quay North, Sir John Rogersons Quay, Dublin 2, Dublin",D02YD86,1.152,4.95,1152,297,Apartment,3,2,91.0 m²,C1,—,05/02/2025,"€595,000","€597,000","APARTMENT 504, LONGBOAT QUAY NORTH, SIR JOHN ROGERSONS QUAY",05/02/2025,"APARTMENT 504, LONGBOAT QUAY NORTH, SIR JOHN ROGERSONS QUAY",Dublin,"ï¿½597,000.00",No,No,Second-Hand Dwelling house /Apartment,
"91 Belmont Park, Raheny, Dublin 5, Dublin 5, Dublin",D05KX72,7.695,25.166666666666668,7695,1510,Apartment,3,1,82.0 m²,—,—,05/02/2025,"€495,000","€511,000","91 BELMONT PARK, RAHENY, DUBLIN 5",05/02/2025,"91 BELMONT PARK, RAHENY, DUBLIN 5",Dublin,"ï¿½511,000.00",No,No,Second-Hand Dwelling house /Apartment,
"20 Ashbrook Apts, Navan Rd, Ashtown, Dublin 15, Dublin",D15XW61,7.732,26.166666666666668,7732,1570,Apartment,2,1,58.0 m²,D1,—,05/02/2025,"€275,000","€336,000","20 ASHBROOK APTS, NAVAN RD, ASHTOWN",05/02/2025,"20 ASHBROOK APTS, NAVAN RD, ASHTOWN",Dublin,"ï¿½336,000.00",No,No,Second-Hand Dwelling house /Apartment,
"28 Merrion Hall, Mount Merrion Ave, Blackrock, Dublin",A94AW84,7.547,28.2,7547,1692,Apartment,2,2,71.0 m²,B1,—,05/02/2025,"€495,000","€600,000","28 MERRION HALL, MOUNT MERRION AVE, BLACKROCK",05/02/2025,"28 MERRION HALL, MOUNT MERRION AVE, BLACKROCK",Dublin,"ï¿½600,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 51, 16 Kings Inns St, Dublin 1, Dublin 1, Dublin",D01PY00,2.045,8.883333333333333,2045,533,Apartment,3,1,70.0 m²,C2,—,05/02/2025,"€395,000","€450,000","APT 51, 16 KINGS INNS ST, DUBLIN 1",05/02/2025,"APT 51, 16 KINGS INNS ST, DUBLIN 1",Dublin,"ï¿½450,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apartment 61, 16 Kings Inn Street, Co Dublin, Dublin",D01EN81,2.045,8.883333333333333,2045,533,Apartment,2,1,61.0 m²,D2,—,05/02/2025,"€375,000","€390,000","APARTMENT 61, 16 KINGS INN STREET, CO DUBLIN",05/02/2025,"APARTMENT 61, 16 KINGS INN STREET, CO DUBLIN",Dublin,"ï¿½390,000.00",No,No,Second-Hand Dwelling house /Apartment,
"22 Bayview Bungalows, Killiney Hill Rd, Killiney, Dublin",A96X772,16.455,57.6,16455,3456,Bungalow,4,1,87.0 m²,D1,—,05/02/2025,"€595,000","€635,000","22 BAYVIEW BUNGALOWS, KILLINEY HILL RD, KILLINEY",05/02/2025,"22 BAYVIEW BUNGALOWS, KILLINEY HILL RD, KILLINEY",Dublin,"ï¿½635,000.00",No,No,Second-Hand Dwelling house /Apartment,
"46 Sutton Park, Sutton, Dublin 13, Dublin 13, Dublin",D13E2K4,11.042,35.1,11042,2106,Semi-D,4,2,125.5 m²,C3,—,05/02/2025,"€665,000","€710,000","46 SUTTON PARK, SUTTON, DUBLIN 13",05/02/2025,"46 SUTTON PARK, SUTTON, DUBLIN 13",Dublin,"ï¿½710,000.00",No,No,Second-Hand Dwelling house /Apartment,
"153 Tritonville Rd, Sandymount, Dublin 4, Dublin 4, Dublin",D04FX94,3.327,13.583333333333334,3327,815,Semi-D,4,2,168.0 m²,B3,—,05/02/2025,"€1,395,000","€1,455,000","153 TRITONVILLE RD, SANDYMOUNT, DUBLIN 4",05/02/2025,"153 TRITONVILLE RD, SANDYMOUNT, DUBLIN 4",Dublin,"ï¿½1,455,000.00",No,No,Second-Hand Dwelling house /Apartment,
"13 Ramillies Rd, Ballyfermot, Dublin 10, Dublin 10, Dublin",D10VK30,7.475,26.516666666666666,7475,1591,Terrace,2,1,60.0 m²,D2,—,05/02/2025,"€270,000","€285,630","13 RAMILLIES RD, BALLYFERMOT, DUBLIN 10",05/02/2025,"13 RAMILLIES RD, BALLYFERMOT, DUBLIN 10",Dublin,"ï¿½285,630.00",No,No,Second-Hand Dwelling house /Apartment,
"322 Charlemont, Griffith Ave, Drumcondra Dublin 9, Dublin 9, Dublin",D09H9R2,4.458,14.483333333333333,4458,869,Semi-D,3,2,86.0 m²,D1,—,05/02/2025,"€575,000","€575,000","322 CHARLEMONT, GRIFFITH AVE, DRUMCONDRA DUBLIN 9",05/02/2025,"322 CHARLEMONT, GRIFFITH AVE, DRUMCONDRA DUBLIN 9",Dublin,"ï¿½575,000.00",No,No,Second-Hand Dwelling house /Apartment,
"44 Shanganagh Vale, Loughlinstown, Dublin 18, Dublin 18, Dublin",D18YE81,14.677,50.68333333333333,14677,3041,Semi-D,5,5,162.0 m²,E1,—,05/02/2025,"€850,000","€837,500","44 SHANGANAGH VALE, LOUGHLINSTOWN, DUBLIN 18",05/02/2025,"44 SHANGANAGH VALE, LOUGHLINSTOWN, DUBLIN 18",Dublin,"ï¿½837,500.00",No,No,Second-Hand Dwelling house /Apartment,
"27 Melville Crescent, The Cityside, Meakstown Dublin 11, Dublin 11, Dublin",D11X209,9.075,30.183333333333334,9075,1811,Duplex,3,3,103.0 m²,B2,—,05/02/2025,"€305,000","€361,000","27 MELVILLE CRESCENT, THE CITYSIDE, MEAKSTOWN DUBLIN 11",05/02/2025,"27 MELVILLE CRESCENT, THE CITYSIDE, MEAKSTOWN DUBLIN 11",Dublin,"ï¿½361,000.00",No,No,Second-Hand Dwelling house /Apartment,
"13 Stocking Well Close, Stocking Avenue, Rathfarnham, Dublin 16, Dublin",D16X791,12.946,46.3,12946,2778,Duplex,3,3,95.0 m²,A3,—,05/02/2025,"€445,000","€450,000","13 STOCKING WELL CLOSE, STOCKING AVENUE, RATHFARNHAM",05/02/2025,"13 STOCKING WELL CLOSE, STOCKING AVENUE, RATHFARNHAM",Dublin,"ï¿½450,000.00",No,No,Second-Hand Dwelling house /Apartment,
"24 The Avenue, Green Lane Manor, Rathcoole, Dublin",D24E9PE,21.296,71.55,21296,4293,Semi-D,4,4,178.0 m²,—,—,05/02/2025,"€520,000","€650,000","24 THE AVENUE, GREEN LANE MANOR, RATHCOOLE",05/02/2025,"24 THE AVENUE, GREEN LANE MANOR, RATHCOOLE",Dublin,"ï¿½650,000.00",No,No,Second-Hand Dwelling house /Apartment,
"118 Edenmore Ave, Raheny, Dublin 5, Dublin 5, Dublin",D05R9V3,7.434,23.483333333333334,7434,1409,Terrace,3,1,99.0 m²,E1,—,06/02/2025,"€345,000","€373,000","118 EDENMORE AVE, RAHENY, DUBLIN 5",06/02/2025,"118 EDENMORE AVE, RAHENY, DUBLIN 5",Dublin,"ï¿½373,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Victoria Lane, Victoria Road, Rathgar, Dublin 6, Dublin",D06R236,6.165,22.483333333333334,6165,1349,Semi-D,5,4,326.0 m²,A3,—,06/02/2025,"€2,100,000","€1,850,220","3 VICTORIA LANE, VICTORIA ROAD, RATHGAR",06/02/2025,"3 VICTORIA LANE, VICTORIA ROAD, RATHGAR",Dublin,"ï¿½1,850,220.00",No,No,Second-Hand Dwelling house /Apartment,
"207 Charlemont, Griffith Ave, Dublin 9, Dublin 9, Dublin",D09C7H7,4.295,14.133333333333333,4295,848,Terrace,3,1,85.0 m²,D2,—,06/02/2025,"€520,000","€560,000","207 CHARLEMONT, GRIFFITH AVE, DUBLIN 9",06/02/2025,"207 CHARLEMONT, GRIFFITH AVE, DUBLIN 9",Dublin,"ï¿½560,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Charleville Road, Phibsboro, Dublin 7, Dublin 7, Dublin",D07Y6Y1,4.214,16.1,4214,966,Terrace,4,2,176.0 m²,E1,—,06/02/2025,"€950,000","€1,080,000","10 CHARLEVILLE ROAD, PHIBSBORO, DUBLIN 7",06/02/2025,"10 CHARLEVILLE ROAD, PHIBSBORO, DUBLIN 7",Dublin,"ï¿½1,080,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Carlton Court, Clontarf, Dublin 3, Dublin 3, Dublin",D03AD61,3.505,12.516666666666667,3505,751,Apartment,1,1,35.0 m²,C3,—,06/02/2025,"€300,000","€345,000","10 CARLTON COURT, CLONTARF, DUBLIN 3",06/02/2025,"10 CARLTON COURT, CLONTARF, DUBLIN 3",Dublin,"ï¿½345,000.00",No,No,Second-Hand Dwelling house /Apartment,
"23a Ballyroan Crescent, Rathfarnham, Dublin 16, Dublin 16, Dublin",D16N1N2,9.411,34.93333333333333,9411,2096,Detached,5,2,143.0 m²,C3,—,06/02/2025,"€795,000","€800,000","23A BALLYROAN CRESCENT, RATHFARNHAM, DUBLIN 16",06/02/2025,"23A BALLYROAN CRESCENT, RATHFARNHAM, DUBLIN 16",Dublin,"ï¿½800,000.00",No,No,Second-Hand Dwelling house /Apartment,
"21 Pine Copse Rd, Wyckham Park, Dundrum Dublin 16, Dublin 16, Dublin",D16CY58,9.636,34.61666666666667,9636,2077,Semi-D,3,2,130.1 m²,D1,—,06/02/2025,"€695,000","€825,000","21 PINE COPSE RD, WYCKHAM PARK, DUNDRUM DUBLIN 16",06/02/2025,"21 PINE COPSE RD, WYCKHAM PARK, DUNDRUM DUBLIN 16",Dublin,"ï¿½825,000.00",No,No,Second-Hand Dwelling house /Apartment,
"143 Clifden Court Apts, Ellis Quay, Dublin 7, Dublin 7, Dublin",D07XW74,2.932,12.733333333333333,2932,764,Apartment,3,2,94.0 m²,B2,—,06/02/2025,"€425,000","€470,000","143 CLIFDEN COURT APTS, ELLIS QUAY, DUBLIN 7",06/02/2025,"143 CLIFDEN COURT APTS, ELLIS QUAY, DUBLIN 7",Dublin,"ï¿½470,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 5, Lynton Court, Ballsbridge Dublin 4, Dublin 4, Dublin",D04V213,4.232,16.383333333333333,4232,983,Apartment,3,2,128.0 m²,C3,—,06/02/2025,"€865,000","€880,000","APT 5, LYNTON COURT, BALLSBRIDGE DUBLIN 4",06/02/2025,"APT 5, LYNTON COURT, BALLSBRIDGE DUBLIN 4",Dublin,"ï¿½880,000.00",No,No,Second-Hand Dwelling house /Apartment,
"11 The Park, Semple Woods, Donabate, Dublin",K36E277,20.615,66.01666666666667,20615,3961,Semi-D,3,3,117.0 m²,A2,—,06/02/2025,"€495,000","€510,000","11 THE PARK, SEMPLE WOODS, DONABATE",06/02/2025,"11 THE PARK, SEMPLE WOODS, DONABATE",Dublin,"ï¿½510,000.00",No,No,Second-Hand Dwelling house /Apartment,
"2 Connaught Parade, Phibsborough, Dublin 7, Dublin 7, Dublin",D07EC80,3.717,13.833333333333334,3717,830,Bungalow,2,1,63.0 m²,G,—,06/02/2025,"€349,000","€370,000","2 CONNAUGHT PARADE, PHIBSBOROUGH, DUBLIN 7",06/02/2025,"2 CONNAUGHT PARADE, PHIBSBOROUGH, DUBLIN 7",Dublin,"ï¿½370,000.00",No,No,Second-Hand Dwelling house /Apartment,
"38 Ferncourt View, Firhouse, Dublin 24, Dublin 24, Dublin",D24H7P6,13.652,46.0,13652,2760,Semi-D,3,3,103.0 m²,—,—,06/02/2025,"€475,000","€532,000","38 FERNCOURT VIEW, FIRHOUSE, DUBLIN 24",06/02/2025,"38 FERNCOURT VIEW, FIRHOUSE, DUBLIN 24",Dublin,"ï¿½532,000.00",No,No,Second-Hand Dwelling house /Apartment,
"15 St Vincent's Street, Phibsborough, Dublin 7, Dublin",D07HE18,3.382,12.966666666666667,3382,778,Terrace,3,2,145.9 m²,E1,—,06/02/2025,"€575,000","€570,000","15 ST VINCENT'S STREET, PHIBSBOROUGH, DUBLIN 7",06/02/2025,"15 ST VINCENT'S STREET, PHIBSBOROUGH, DUBLIN 7",Dublin,"ï¿½570,000.00",No,No,Second-Hand Dwelling house /Apartment,
"67 Oconnell Gardens, Sandymount, Dublin 4, Dublin 4, Dublin",D04NX63,2.764,11.516666666666667,2764,691,End of Terrace,3,1,86.0 m²,—,—,06/02/2025,"€720,000","€785,500","67 OCONNELL GARDENS, SANDYMOUNT, DUBLIN 4",06/02/2025,"67 OCONNELL GARDENS, SANDYMOUNT, DUBLIN 4",Dublin,"ï¿½785,500.00",No,No,Second-Hand Dwelling house /Apartment,
"86 Bow Bridge Place, Irwin St, Kilmainham Dublin 8, Dublin 8, Dublin",D08K8K7,3.765,16.9,3765,1014,Apartment,1,1,46.0 m²,C1,—,06/02/2025,"€240,000","€280,000","86 BOW BRIDGE PLACE, IRWIN ST, KILMAINHAM DUBLIN 8",06/02/2025,"86 BOW BRIDGE PLACE, IRWIN ST, KILMAINHAM DUBLIN 8",Dublin,"ï¿½280,000.00",No,No,Second-Hand Dwelling house /Apartment,
"8 Emorville Ave, Dublin 8, Dublin, Dublin 8, Dublin",D08W8Y9,3.754,15.116666666666667,3754,907,Terrace,4,2,140.0 m²,D2,—,06/02/2025,"€825,000","€880,000","8 EMORVILLE AVE, DUBLIN 8, DUBLIN",06/02/2025,"8 EMORVILLE AVE, DUBLIN 8, DUBLIN",Dublin,"ï¿½880,000.00",No,No,Second-Hand Dwelling house /Apartment,
"46 Grove Wood, Finglas Park, Finglas, Dublin 11, Dublin",D11VE43,7.83,26.433333333333334,7830,1586,Terrace,3,1,82.0 m²,D1,—,06/02/2025,"€395,000","€415,000","46 GROVE WOOD, FINGLAS PARK, FINGLAS",06/02/2025,"46 GROVE WOOD, FINGLAS PARK, FINGLAS",Dublin,"ï¿½415,000.00",No,No,Second-Hand Dwelling house /Apartment,
"7 Wellington St, Dun Laoghaire, Dublin, Dublin",A96W427,11.5,38.93333333333333,11500,2336,Terrace,3,1,160.0 m²,D1,—,06/02/2025,"€850,000","€860,000","7 WELLINGTON ST, DUN LAOGHAIRE, DUBLIN",06/02/2025,"7 WELLINGTON ST, DUN LAOGHAIRE, DUBLIN",Dublin,"ï¿½860,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Shanliss Way, Santry, Dublin 9, Dublin 9, Dublin",D09KN93,7.488,24.266666666666666,7488,1456,Semi-D,3,1,85.0 m²,D2,—,06/02/2025,"€395,000","€416,000","10 SHANLISS WAY, SANTRY, DUBLIN 9",06/02/2025,"10 SHANLISS WAY, SANTRY, DUBLIN 9",Dublin,"ï¿½416,000.00",No,No,Second-Hand Dwelling house /Apartment,
"64 Mccabe Villas, Booterstown, Dublin, Dublin",A94PH30,7.627,26.116666666666667,7627,1567,Semi-D,3,1,70.0 m²,D2,—,06/02/2025,"€594,950","€635,000","64 MCCABE VILLAS, BOOTERSTOWN, DUBLIN",06/02/2025,"64 MCCABE VILLAS, BOOTERSTOWN, DUBLIN",Dublin,"ï¿½635,000.00",No,No,Second-Hand Dwelling house /Apartment,
"9 Ballyowen Crescent, Lucan, Dublin, Dublin",K78K4H6,13.406,45.15,13406,2709,Semi-D,3,2,98.0 m²,C2,—,06/02/2025,"€430,000","€510,000","9 BALLYOWEN CRESCENT, LUCAN, DUBLIN",06/02/2025,"9 BALLYOWEN CRESCENT, LUCAN, DUBLIN",Dublin,"ï¿½510,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Royal Canal Bank, Phibsboro, Dublin 7, Dublin 7, Dublin",D07K2W6,3.23,12.116666666666667,3230,727,Terrace,3,1,105.0 m²,D2,—,06/02/2025,"€550,000","€625,000","10 ROYAL CANAL BANK, PHIBSBORO, DUBLIN 7",06/02/2025,"10 ROYAL CANAL BANK, PHIBSBORO, DUBLIN 7",Dublin,"ï¿½625,000.00",No,No,Second-Hand Dwelling house /Apartment,
"8 Cruises Hill, Naul, Dublin, Dublin",K32D291,107.853,342.81666666666666,107853,20569,Duplex,3,3,141.0 m²,C1,—,06/02/2025,"€350,000","€359,000","8 CRUISES HILL, NAUL, DUBLIN",06/02/2025,"8 CRUISES HILL, NAUL, DUBLIN",Dublin,"ï¿½359,000.00",No,No,Second-Hand Dwelling house /Apartment,
"13 St Josephs Sq, Clontarf, Dublin 3, Dublin 3, Dublin",D03DX31,5.056,17.083333333333332,5056,1025,End of Terrace,2,1,82.0 m²,E2,—,06/02/2025,"€495,000","€535,000","13 ST JOSEPHS SQ, CLONTARF, DUBLIN 3",06/02/2025,"13 ST JOSEPHS SQ, CLONTARF, DUBLIN 3",Dublin,"ï¿½535,000.00",No,No,Second-Hand Dwelling house /Apartment,
"32 Seabury Crescent, Malahide, Dublin, Dublin",K36AT29,14.181,45.61666666666667,14181,2737,Semi-D,3,3,120.0 m²,B3,—,06/02/2025,"€680,000","€780,000","32 SEABURY CRESCENT, MALAHIDE, DUBLIN",06/02/2025,"32 SEABURY CRESCENT, MALAHIDE, DUBLIN",Dublin,"ï¿½780,000.00",No,No,Second-Hand Dwelling house /Apartment,
"2 Watermill Park, Raheny Dublin 5, Dublin, Dublin 5, Dublin",D05KN93,6.923,22.25,6923,1335,End of Terrace,3,1,96.0 m²,D2,—,06/02/2025,"€610,000","€678,000","2 WATERMILL PARK, RAHENY DUBLIN 5, DUBLIN",06/02/2025,"2 WATERMILL PARK, RAHENY DUBLIN 5, DUBLIN",Dublin,"ï¿½678,000.00",No,No,Second-Hand Dwelling house /Apartment,
"119 Philomena Terrace, Stella Gardens, Irishtown Dublin 4, Dublin 4, Dublin",D04R798,2.453,9.35,2453,561,Terrace,2,1,55.0 m²,G,—,06/02/2025,"€395,000","€456,000","119 PHILOMENA TERRACE, STELLA GARDENS, IRISHTOWN DUBLIN 4",06/02/2025,"119 PHILOMENA TERRACE, STELLA GARDENS, IRISHTOWN DUBLIN 4",Dublin,"ï¿½456,000.00",No,No,Second-Hand Dwelling house /Apartment,
"The Mews, Lakelands Ave, Stillorgan, Dublin",A94D211,9.086,31.333333333333332,9086,1880,Apartment,1,1,60.0 m²,—,—,06/02/2025,"€380,000","€345,000","THE MEWS, LAKELANDS AVE, STILLORGAN",06/02/2025,"THE MEWS, LAKELANDS AVE, STILLORGAN",Dublin,"ï¿½345,000.00",No,No,Second-Hand Dwelling house /Apartment,
"70 Aras Na Cluane, Clondalkin, Dublin 22, Dublin 22, Dublin",D22A2A3,10.601,37.483333333333334,10601,2249,Apartment,2,2,68.0 m²,B3,—,06/02/2025,"€225,000","€250,000","70 ARAS NA CLUANE, CLONDALKIN, DUBLIN 22",06/02/2025,"70 ARAS NA CLUANE, CLONDALKIN, DUBLIN 22",Dublin,"ï¿½250,000.00",No,No,Second-Hand Dwelling house /Apartment,
"344 Galtymore Rd, Drimnagh, Dublin 12, Dublin 12, Dublin",D12F899,5.994,23.8,5994,1428,End of Terrace,2,1,77.0 m²,—,—,06/02/2025,"€350,000","€400,000","344 GALTYMORE RD, DRIMNAGH, DUBLIN 12",06/02/2025,"344 GALTYMORE RD, DRIMNAGH, DUBLIN 12",Dublin,"ï¿½400,000.00",No,No,Second-Hand Dwelling house /Apartment,
"31 Fforster Sq, Ballydowd, Lucan, Dublin",K78VA43,13.876,47.81666666666667,13876,2869,Apartment,2,2,82.0 m²,B3,—,06/02/2025,"€305,000","€327,000","31 FFORSTER SQ, BALLYDOWD, LUCAN",06/02/2025,"31 FFORSTER SQ, BALLYDOWD, LUCAN",Dublin,"ï¿½327,000.00",No,No,Second-Hand Dwelling house /Apartment,
"88 Chapel Gate, Balbriggan, Dublin, Dublin",K32KR64,33.344,104.93333333333334,33344,6296,Semi-D,3,3,99.0 m²,D1,—,06/02/2025,"€410,000","€410,000","88 CHAPEL GATE, BALBRIGGAN, DUBLIN",06/02/2025,"88 CHAPEL GATE, BALBRIGGAN, DUBLIN",Dublin,"ï¿½410,000.00",No,No,Second-Hand Dwelling house /Apartment,
"22 Stratton Walk, Adamstown, Lucan, Dublin",K78D155,17.131,55.78333333333333,17131,3347,Duplex,3,3,106.0 m²,—,—,06/02/2025,"€375,000","€434,000","22 STRATTON WALK, ADAMSTOWN, LUCAN",06/02/2025,"22 STRATTON WALK, ADAMSTOWN, LUCAN",Dublin,"ï¿½434,000.00",No,No,Second-Hand Dwelling house /Apartment,
"260 Beechwood Court, Stillorgan, Dublin, Dublin",A94WR28,9.598,32.85,9598,1971,Apartment,2,2,66.0 m²,C1,—,06/02/2025,"€425,000","€451,000","260 BEECHWOOD COURT, STILLORGAN, DUBLIN",06/02/2025,"260 BEECHWOOD COURT, STILLORGAN, DUBLIN",Dublin,"ï¿½451,000.00",No,No,Second-Hand Dwelling house /Apartment,
"42 Gledswood Park, Clonskeagh, Dublin 14, Dublin 14, Dublin",D14FP82,6.213,23.216666666666665,6213,1393,Semi-D,3,2,140.0 m²,D1,—,06/02/2025,"€775,000","€920,000","42 GLEDSWOOD PARK, CLONSKEAGH, DUBLIN 14",06/02/2025,"42 GLEDSWOOD PARK, CLONSKEAGH, DUBLIN 14",Dublin,"ï¿½920,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Mountpleasant Place, Ranelagh, Dublin 6, Dublin 6, Dublin",D06AK79,4.053,17.1,4053,1026,End of Terrace,3,1,120.0 m²,G,—,06/02/2025,"€450,000","€470,000","3 MOUNTPLEASANT PLACE, RANELAGH, DUBLIN 6",06/02/2025,"3 MOUNTPLEASANT PLACE, RANELAGH, DUBLIN 6",Dublin,"ï¿½470,000.00",No,No,Second-Hand Dwelling house /Apartment,
"7 Mount Argus Way, Harolds Cross, Dublin 6w, Dublin",D6WEH75,5.256,21.716666666666665,5256,1303,Semi-D,4,2,107.0 m²,D1,—,06/02/2025,"€675,000","€680,000","7 MOUNT ARGUS WAY, HAROLDS CROSS, DUBLIN 6W",06/02/2025,"7 MOUNT ARGUS WAY, HAROLDS CROSS, DUBLIN 6W",Dublin,"ï¿½680,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Parc Na Silla Avenue, Loughlinstown, Co Dublin, Dublin 18, Dublin",D18PX03,16.064,55.85,16064,3351,Semi-D,3,3,86.0 m²,C3,—,06/02/2025,"€450,000","€502,000","10 PARC NA SILLA AVENUE, LOUGHLINSTOWN, CO DUBLIN",06/02/2025,"10 PARC NA SILLA AVENUE, LOUGHLINSTOWN, CO DUBLIN",Dublin,"ï¿½502,000.00",No,No,Second-Hand Dwelling house /Apartment,
"12 Swanville Place, Rathmines, Dublin 6, Dublin 6, Dublin",D06K5K6,4.299,17.1,4299,1026,End of Terrace,3,1,71.2 m²,D2,—,06/02/2025,"€595,000","€595,000","12 SWANVILLE PLACE, RATHMINES, DUBLIN 6",06/02/2025,"12 SWANVILLE PLACE, RATHMINES, DUBLIN 6",Dublin,"ï¿½595,000.00",No,No,Second-Hand Dwelling house /Apartment,
"18 Jamess St North, North Strand, Dublin 3, Dublin 3, Dublin",D03HY99,1.705,5.633333333333334,1705,338,End of Terrace,3,1,68.0 m²,C1,—,06/02/2025,"€475,000","€465,000","18 JAMESS ST NORTH, NORTH STRAND, DUBLIN 3",06/02/2025,"18 JAMESS ST NORTH, NORTH STRAND, DUBLIN 3",Dublin,"ï¿½465,000.00",No,No,Second-Hand Dwelling house /Apartment,
"20 Gainsborough Court, Malahide, Dublin, Dublin",K36KH72,14.028,45.9,14028,2754,Semi-D,4,3,120.0 m²,C2,—,06/02/2025,"€745,000","€745,000","20 GAINSBOROUGH COURT, MALAHIDE, DUBLIN",06/02/2025,"20 GAINSBOROUGH COURT, MALAHIDE, DUBLIN",Dublin,"ï¿½745,000.00",No,No,Second-Hand Dwelling house /Apartment,
"14 Ashton Ave, Knocklyon, Dublin 16, Dublin 16, Dublin",D16N7X2,9.475,35.166666666666664,9475,2110,Semi-D,3,1,100.0 m²,—,—,06/02/2025,"€595,000","€655,000","14 ASHTON AVE, KNOCKLYON, DUBLIN 16",06/02/2025,"14 ASHTON AVE, KNOCKLYON, DUBLIN 16",Dublin,"ï¿½655,000.00",No,No,Second-Hand Dwelling house /Apartment,
"32 Glenmalure Sq, Milltown, Dublin 6, Dublin 6, Dublin",D06E2Y6,6.099,22.75,6099,1365,Apartment,2,1,60.0 m²,C3,—,06/02/2025,"€420,000","€465,000","32 GLENMALURE SQ, MILLTOWN, DUBLIN 6",06/02/2025,"32 GLENMALURE SQ, MILLTOWN, DUBLIN 6",Dublin,"ï¿½465,000.00",No,No,Second-Hand Dwelling house /Apartment,
"51 Hunters Hill, Hunterswood, Ballycullen Dublin 24, Dublin 24, Dublin",D24AY68,12.572,44.78333333333333,12572,2687,Duplex,2,2,82.0 m²,C3,—,06/02/2025,"€285,000","€358,000","51 HUNTERS HILL, HUNTERSWOOD, BALLYCULLEN DUBLIN 24",06/02/2025,"51 HUNTERS HILL, HUNTERSWOOD, BALLYCULLEN DUBLIN 24",Dublin,"ï¿½358,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Swan Hall, Belgard Square, Tallaght, Dublin",D24E789,13.921,47.4,13921,2844,Apartment,2,2,73.0 m²,—,—,06/02/2025,"€245,000","€250,000","10 SWAN HALL, BELGARD SQUARE, TALLAGHT",06/02/2025,"10 SWAN HALL, BELGARD SQUARE, TALLAGHT",Dublin,"ï¿½250,000.00",No,No,Second-Hand Dwelling house /Apartment,
"51 Somerton, Donabate, Dublin, Dublin",K36V065,22.575,71.95,22575,4317,Detached,4,3,139.6 m²,C3,—,06/02/2025,"€670,000","€700,000","51 SOMERTON, DONABATE, DUBLIN",06/02/2025,"51 SOMERTON, DONABATE, DUBLIN",Dublin,"ï¿½700,000.00",No,No,Second-Hand Dwelling house /Apartment,
"43 Bramley Cresent, Bramley Wood, Carpenterstown, Dublin 15, Dublin",D15VEH7,10.703,34.35,10703,2061,Semi-D,3,1,85.0 m²,—,—,06/02/2025,"€545,000","€555,000","43 BRAMLEY CRESENT, BRAMLEY WOOD, CARPENTERSTOWN",06/02/2025,"43 BRAMLEY CRESENT, BRAMLEY WOOD, CARPENTERSTOWN",Dublin,"ï¿½555,000.00",No,No,Second-Hand Dwelling house /Apartment,
"60 Ash Grove, Kill Avenue, Dun Laoghaire, Dublin",A96W207,11.545,39.06666666666667,11545,2344,Terrace,2,2,90.0 m²,B3,—,06/02/2025,"€545,000","€642,000","60 ASH GROVE, KILL AVENUE, DUN LAOGHAIRE",06/02/2025,"60 ASH GROVE, KILL AVENUE, DUN LAOGHAIRE",Dublin,"ï¿½642,000.00",No,No,Second-Hand Dwelling house /Apartment,
