Address_x,Eircode,ifsc_distance_km,ifsc_duration_min,ifsc_distance_m,ifsc_duration_s,Type,Bed,Bath,Size,BER,Built,Sold Date,Asking Price,Sold Price,Short Address,Date of Sale (dd/mm/yyyy),Address_y,County,Price (ï¿½),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"46 Grove Wood, Finglas Park, Finglas, Dublin 11, Dublin",D11VE43,7.953,21.783333333333335,7953,1307,Terrace,3,1,82.0 m²,D1,—,06/02/2025,"€395,000","€415,000","46 GROVE WOOD, FINGLAS PARK, FINGLAS",06/02/2025,"46 GROVE WOOD, FINGLAS PARK, FINGLAS",Dublin,"ï¿½415,000.00",No,No,Second-Hand Dwelling house /Apartment,
"7 Wellington St, Dun Laoghaire, Dublin, Dublin",A96W427,12.111,30.366666666666667,12111,1822,Terrace,3,1,160.0 m²,D1,—,06/02/2025,"€850,000","€860,000","7 WELLINGTON ST, DUN LAOGHAIRE, DUBLIN",06/02/2025,"7 WELLINGTON ST, DUN LAOGHAIRE, DUBLIN",Dublin,"ï¿½860,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Shanliss Way, Santry, Dublin 9, Dublin 9, Dublin",D09KN93,7.553,20.283333333333335,7553,1217,Semi-D,3,1,85.0 m²,D2,—,06/02/2025,"€395,000","€416,000","10 SHANLISS WAY, SANTRY, DUBLIN 9",06/02/2025,"10 SHANLISS WAY, SANTRY, DUBLIN 9",Dublin,"ï¿½416,000.00",No,No,Second-Hand Dwelling house /Apartment,
"64 Mccabe Villas, Booterstown, Dublin, Dublin",A94PH30,7.974,21.483333333333334,7974,1289,Semi-D,3,1,70.0 m²,D2,—,06/02/2025,"€594,950","€635,000","64 MCCABE VILLAS, BOOTERSTOWN, DUBLIN",06/02/2025,"64 MCCABE VILLAS, BOOTERSTOWN, DUBLIN",Dublin,"ï¿½635,000.00",No,No,Second-Hand Dwelling house /Apartment,
"9 Ballyowen Crescent, Lucan, Dublin, Dublin",K78K4H6,26.038,28.183333333333334,26038,1691,Semi-D,3,2,98.0 m²,C2,—,06/02/2025,"€430,000","€510,000","9 BALLYOWEN CRESCENT, LUCAN, DUBLIN",06/02/2025,"9 BALLYOWEN CRESCENT, LUCAN, DUBLIN",Dublin,"ï¿½510,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Royal Canal Bank, Phibsboro, Dublin 7, Dublin 7, Dublin",D07K2W6,3.211,12.416666666666666,3211,745,Terrace,3,1,105.0 m²,D2,—,06/02/2025,"€550,000","€625,000","10 ROYAL CANAL BANK, PHIBSBORO, DUBLIN 7",06/02/2025,"10 ROYAL CANAL BANK, PHIBSBORO, DUBLIN 7",Dublin,"ï¿½625,000.00",No,No,Second-Hand Dwelling house /Apartment,
"8 Cruises Hill, Naul, Dublin, Dublin",K32D291,107.512,84.65,107512,5079,Duplex,3,3,141.0 m²,C1,—,06/02/2025,"€350,000","€359,000","8 CRUISES HILL, NAUL, DUBLIN",06/02/2025,"8 CRUISES HILL, NAUL, DUBLIN",Dublin,"ï¿½359,000.00",No,No,Second-Hand Dwelling house /Apartment,
"13 St Josephs Sq, Clontarf, Dublin 3, Dublin 3, Dublin",D03DX31,5.04,13.833333333333334,5040,830,End of Terrace,2,1,82.0 m²,E2,—,06/02/2025,"€495,000","€535,000","13 ST JOSEPHS SQ, CLONTARF, DUBLIN 3",06/02/2025,"13 ST JOSEPHS SQ, CLONTARF, DUBLIN 3",Dublin,"ï¿½535,000.00",No,No,Second-Hand Dwelling house /Apartment,
"32 Seabury Crescent, Malahide, Dublin, Dublin",K36AT29,17.508,23.466666666666665,17508,1408,Semi-D,3,3,120.0 m²,B3,—,06/02/2025,"€680,000","€780,000","32 SEABURY CRESCENT, MALAHIDE, DUBLIN",06/02/2025,"32 SEABURY CRESCENT, MALAHIDE, DUBLIN",Dublin,"ï¿½780,000.00",No,No,Second-Hand Dwelling house /Apartment,
"2 Watermill Park, Raheny Dublin 5, Dublin, Dublin 5, Dublin",D05KN93,6.898,17.9,6898,1074,End of Terrace,3,1,96.0 m²,D2,—,06/02/2025,"€610,000","€678,000","2 WATERMILL PARK, RAHENY DUBLIN 5, DUBLIN",06/02/2025,"2 WATERMILL PARK, RAHENY DUBLIN 5, DUBLIN",Dublin,"ï¿½678,000.00",No,No,Second-Hand Dwelling house /Apartment,
"119 Philomena Terrace, Stella Gardens, Irishtown Dublin 4, Dublin 4, Dublin",D04R798,2.671,10.783333333333333,2671,647,Terrace,2,1,55.0 m²,G,—,06/02/2025,"€395,000","€456,000","119 PHILOMENA TERRACE, STELLA GARDENS, IRISHTOWN DUBLIN 4",06/02/2025,"119 PHILOMENA TERRACE, STELLA GARDENS, IRISHTOWN DUBLIN 4",Dublin,"ï¿½456,000.00",No,No,Second-Hand Dwelling house /Apartment,
"The Mews, Lakelands Ave, Stillorgan, Dublin",A94D211,9.063,26.483333333333334,9063,1589,Apartment,1,1,60.0 m²,—,—,06/02/2025,"€380,000","€345,000","THE MEWS, LAKELANDS AVE, STILLORGAN",06/02/2025,"THE MEWS, LAKELANDS AVE, STILLORGAN",Dublin,"ï¿½345,000.00",No,No,Second-Hand Dwelling house /Apartment,
"70 Aras Na Cluane, Clondalkin, Dublin 22, Dublin 22, Dublin",D22A2A3,29.476,29.783333333333335,29476,1787,Apartment,2,2,68.0 m²,B3,—,06/02/2025,"€225,000","€250,000","70 ARAS NA CLUANE, CLONDALKIN, DUBLIN 22",06/02/2025,"70 ARAS NA CLUANE, CLONDALKIN, DUBLIN 22",Dublin,"ï¿½250,000.00",No,No,Second-Hand Dwelling house /Apartment,
"344 Galtymore Rd, Drimnagh, Dublin 12, Dublin 12, Dublin",D12F899,6.966,23.6,6966,1416,End of Terrace,2,1,77.0 m²,—,—,06/02/2025,"€350,000","€400,000","344 GALTYMORE RD, DRIMNAGH, DUBLIN 12",06/02/2025,"344 GALTYMORE RD, DRIMNAGH, DUBLIN 12",Dublin,"ï¿½400,000.00",No,No,Second-Hand Dwelling house /Apartment,
"31 Fforster Sq, Ballydowd, Lucan, Dublin",K78VA43,27.413,29.833333333333332,27413,1790,Apartment,2,2,82.0 m²,B3,—,06/02/2025,"€305,000","€327,000","31 FFORSTER SQ, BALLYDOWD, LUCAN",06/02/2025,"31 FFORSTER SQ, BALLYDOWD, LUCAN",Dublin,"ï¿½327,000.00",No,No,Second-Hand Dwelling house /Apartment,
"88 Chapel Gate, Balbriggan, Dublin, Dublin",K32KR64,33.757,31.116666666666667,33757,1867,Semi-D,3,3,99.0 m²,D1,—,06/02/2025,"€410,000","€410,000","88 CHAPEL GATE, BALBRIGGAN, DUBLIN",06/02/2025,"88 CHAPEL GATE, BALBRIGGAN, DUBLIN",Dublin,"ï¿½410,000.00",No,No,Second-Hand Dwelling house /Apartment,
"22 Stratton Walk, Adamstown, Lucan, Dublin",K78D155,30.126,33.35,30126,2001,Duplex,3,3,106.0 m²,—,—,06/02/2025,"€375,000","€434,000","22 STRATTON WALK, ADAMSTOWN, LUCAN",06/02/2025,"22 STRATTON WALK, ADAMSTOWN, LUCAN",Dublin,"ï¿½434,000.00",No,No,Second-Hand Dwelling house /Apartment,
"260 Beechwood Court, Stillorgan, Dublin, Dublin",A94WR28,9.463,25.6,9463,1536,Apartment,2,2,66.0 m²,C1,—,06/02/2025,"€425,000","€451,000","260 BEECHWOOD COURT, STILLORGAN, DUBLIN",06/02/2025,"260 BEECHWOOD COURT, STILLORGAN, DUBLIN",Dublin,"ï¿½451,000.00",No,No,Second-Hand Dwelling house /Apartment,
"42 Gledswood Park, Clonskeagh, Dublin 14, Dublin 14, Dublin",D14FP82,6.191,20.3,6191,1218,Semi-D,3,2,140.0 m²,D1,—,06/02/2025,"€775,000","€920,000","42 GLEDSWOOD PARK, CLONSKEAGH, DUBLIN 14",06/02/2025,"42 GLEDSWOOD PARK, CLONSKEAGH, DUBLIN 14",Dublin,"ï¿½920,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Mountpleasant Place, Ranelagh, Dublin 6, Dublin 6, Dublin",D06AK79,3.962,14.466666666666667,3962,868,End of Terrace,3,1,120.0 m²,G,—,06/02/2025,"€450,000","€470,000","3 MOUNTPLEASANT PLACE, RANELAGH, DUBLIN 6",06/02/2025,"3 MOUNTPLEASANT PLACE, RANELAGH, DUBLIN 6",Dublin,"ï¿½470,000.00",No,No,Second-Hand Dwelling house /Apartment,
"7 Mount Argus Way, Harolds Cross, Dublin 6w, Dublin",D6WEH75,6.16,21.5,6160,1290,Semi-D,4,2,107.0 m²,D1,—,06/02/2025,"€675,000","€680,000","7 MOUNT ARGUS WAY, HAROLDS CROSS, DUBLIN 6W",06/02/2025,"7 MOUNT ARGUS WAY, HAROLDS CROSS, DUBLIN 6W",Dublin,"ï¿½680,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Parc Na Silla Avenue, Loughlinstown, Co Dublin, Dublin 18, Dublin",D18PX03,15.988,34.71666666666667,15988,2083,Semi-D,3,3,86.0 m²,C3,—,06/02/2025,"€450,000","€502,000","10 PARC NA SILLA AVENUE, LOUGHLINSTOWN, CO DUBLIN",06/02/2025,"10 PARC NA SILLA AVENUE, LOUGHLINSTOWN, CO DUBLIN",Dublin,"ï¿½502,000.00",No,No,Second-Hand Dwelling house /Apartment,
"12 Swanville Place, Rathmines, Dublin 6, Dublin 6, Dublin",D06K5K6,4.842,18.066666666666666,4842,1084,End of Terrace,3,1,71.2 m²,D2,—,06/02/2025,"€595,000","€595,000","12 SWANVILLE PLACE, RATHMINES, DUBLIN 6",06/02/2025,"12 SWANVILLE PLACE, RATHMINES, DUBLIN 6",Dublin,"ï¿½595,000.00",No,No,Second-Hand Dwelling house /Apartment,
"18 Jamess St North, North Strand, Dublin 3, Dublin 3, Dublin",D03HY99,1.837,6.316666666666666,1837,379,End of Terrace,3,1,68.0 m²,C1,—,06/02/2025,"€475,000","€465,000","18 JAMESS ST NORTH, NORTH STRAND, DUBLIN 3",06/02/2025,"18 JAMESS ST NORTH, NORTH STRAND, DUBLIN 3",Dublin,"ï¿½465,000.00",No,No,Second-Hand Dwelling house /Apartment,
"20 Gainsborough Court, Malahide, Dublin, Dublin",K36KH72,17.392,23.2,17392,1392,Semi-D,4,3,120.0 m²,C2,—,06/02/2025,"€745,000","€745,000","20 GAINSBOROUGH COURT, MALAHIDE, DUBLIN",06/02/2025,"20 GAINSBOROUGH COURT, MALAHIDE, DUBLIN",Dublin,"ï¿½745,000.00",No,No,Second-Hand Dwelling house /Apartment,
"14 Ashton Ave, Knocklyon, Dublin 16, Dublin 16, Dublin",D16N7X2,10.429,32.2,10429,1932,Semi-D,3,1,100.0 m²,—,—,06/02/2025,"€595,000","€655,000","14 ASHTON AVE, KNOCKLYON, DUBLIN 16",06/02/2025,"14 ASHTON AVE, KNOCKLYON, DUBLIN 16",Dublin,"ï¿½655,000.00",No,No,Second-Hand Dwelling house /Apartment,
"32 Glenmalure Sq, Milltown, Dublin 6, Dublin 6, Dublin",D06E2Y6,5.484,19.0,5484,1140,Apartment,2,1,60.0 m²,C3,—,06/02/2025,"€420,000","€465,000","32 GLENMALURE SQ, MILLTOWN, DUBLIN 6",06/02/2025,"32 GLENMALURE SQ, MILLTOWN, DUBLIN 6",Dublin,"ï¿½465,000.00",No,No,Second-Hand Dwelling house /Apartment,
"51 Hunters Hill, Hunterswood, Ballycullen Dublin 24, Dublin 24, Dublin",D24AY68,35.055,34.3,35055,2058,Duplex,2,2,82.0 m²,C3,—,06/02/2025,"€285,000","€358,000","51 HUNTERS HILL, HUNTERSWOOD, BALLYCULLEN DUBLIN 24",06/02/2025,"51 HUNTERS HILL, HUNTERSWOOD, BALLYCULLEN DUBLIN 24",Dublin,"ï¿½358,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Swan Hall, Belgard Square, Tallaght, Dublin",D24E789,32.488,35.55,32488,2133,Apartment,2,2,73.0 m²,—,—,06/02/2025,"€245,000","€250,000","10 SWAN HALL, BELGARD SQUARE, TALLAGHT",06/02/2025,"10 SWAN HALL, BELGARD SQUARE, TALLAGHT",Dublin,"ï¿½250,000.00",No,No,Second-Hand Dwelling house /Apartment,
"51 Somerton, Donabate, Dublin, Dublin",K36V065,22.651,26.166666666666668,22651,1570,Detached,4,3,139.6 m²,C3,—,06/02/2025,"€670,000","€700,000","51 SOMERTON, DONABATE, DUBLIN",06/02/2025,"51 SOMERTON, DONABATE, DUBLIN",Dublin,"ï¿½700,000.00",No,No,Second-Hand Dwelling house /Apartment,
"43 Bramley Cresent, Bramley Wood, Carpenterstown, Dublin 15, Dublin",D15VEH7,23.784,30.1,23784,1806,Semi-D,3,1,85.0 m²,—,—,06/02/2025,"€545,000","€555,000","43 BRAMLEY CRESENT, BRAMLEY WOOD, CARPENTERSTOWN",06/02/2025,"43 BRAMLEY CRESENT, BRAMLEY WOOD, CARPENTERSTOWN",Dublin,"ï¿½555,000.00",No,No,Second-Hand Dwelling house /Apartment,
"60 Ash Grove, Kill Avenue, Dun Laoghaire, Dublin",A96W207,12.134,30.433333333333334,12134,1826,Terrace,2,2,90.0 m²,B3,—,06/02/2025,"€545,000","€642,000","60 ASH GROVE, KILL AVENUE, DUN LAOGHAIRE",06/02/2025,"60 ASH GROVE, KILL AVENUE, DUN LAOGHAIRE",Dublin,"ï¿½642,000.00",No,No,Second-Hand Dwelling house /Apartment,
"6 Hibernia, De Vesci Court, Monkstown, Dublin",A96E266,11.441,28.833333333333332,11441,1730,Apartment,2,1,64.0 m²,G,—,06/02/2025,"€350,000","€400,000","6 HIBERNIA, DE VESCI COURT, MONKSTOWN",06/02/2025,"6 HIBERNIA, DE VESCI COURT, MONKSTOWN",Dublin,"ï¿½400,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Rock Lodge House, Claremont Road, Killiney, Dublin",A96N568,16.027,39.166666666666664,16027,2350,Detached,4,5,398.6 m²,C2,—,06/02/2025,"€2,750,000","€2,575,000","ROCK LODGE HOUSE, CLAREMONT ROAD, KILLINEY",06/02/2025,"ROCK LODGE HOUSE, CLAREMONT ROAD, KILLINEY",Dublin,"ï¿½2,575,000.00",No,No,Second-Hand Dwelling house /Apartment,
"7 Landys Court, Harbour Hill, Balbriggan, Dublin",K32AY97,34.706,31.483333333333334,34706,1889,Apartment,1,1,53.0 m²,—,—,06/02/2025,"€190,000","€209,000","7 LANDYS COURT, HARBOUR HILL, BALBRIGGAN",06/02/2025,"7 LANDYS COURT, HARBOUR HILL, BALBRIGGAN",Dublin,"ï¿½209,000.00",No,No,Second-Hand Dwelling house /Apartment,
"15 Sandyford Green, Sandyford Village, Dublin 18, Dublin 18, Dublin",D18NNP0,11.035,30.116666666666667,11035,1807,Detached,5,4,191.0 m²,—,—,06/02/2025,"€975,000","€995,000","15 SANDYFORD GREEN, SANDYFORD VILLAGE, DUBLIN 18",06/02/2025,"15 SANDYFORD GREEN, SANDYFORD VILLAGE, DUBLIN 18",Dublin,"ï¿½995,000.00",No,No,Second-Hand Dwelling house /Apartment,
"14 Shanowen Grove, Santry, Dublin 9, Dublin 9, Dublin",D09KT73,6.516,18.7,6516,1122,Semi-D,3,2,106.0 m²,E1,—,06/02/2025,"€450,000","€542,638","14 SHANOWEN GROVE, SANTRY, DUBLIN 9",06/02/2025,"14 SHANOWEN GROVE, SANTRY, DUBLIN 9",Dublin,"ï¿½542,638.00",No,No,Second-Hand Dwelling house /Apartment,
"29 Oconnell Ave, Phibsborough, Dublin, Dublin 7, Dublin",D07P0E2,2.953,11.216666666666667,2953,673,Townhouse,1,1,37.1 m²,—,—,06/02/2025,"€245,000","€230,000","29 OCONNELL AVE, PHIBSBOROUGH, DUBLIN",06/02/2025,"29 OCONNELL AVE, PHIBSBOROUGH, DUBLIN",Dublin,"ï¿½230,000.00",No,No,Second-Hand Dwelling house /Apartment,
"306 Swiftwood, Saggart, Dublin, Dublin 24, Dublin",D24V6HH,34.843,33.93333333333333,34843,2036,Apartment,2,2,106.7 m²,B2,—,06/02/2025,"€350,000","€405,000","306 SWIFTWOOD, SAGGART, DUBLIN",06/02/2025,"306 SWIFTWOOD, SAGGART, DUBLIN",Dublin,"ï¿½405,000.00",No,No,Second-Hand Dwelling house /Apartment,
"401 Landen Rd, Ballyfermot, Dublin 10, Dublin 10, Dublin",D10Y678,8.891,27.4,8891,1644,Terrace,2,1,61.0 m²,D2,—,07/02/2025,"€265,000","€275,000","401 LANDEN RD, BALLYFERMOT, DUBLIN 10",07/02/2025,"401 LANDEN RD, BALLYFERMOT, DUBLIN 10",Dublin,"ï¿½275,000.00",No,No,Second-Hand Dwelling house /Apartment,
"53 Verbena Lawn, Sutton, Dublin 13, Dublin 13, Dublin",D13WR89,10.691,22.616666666666667,10691,1357,Semi-D,3,1,97.0 m²,C1,—,07/02/2025,"€525,000","€597,000","53 VERBENA LAWN, SUTTON, DUBLIN 13",07/02/2025,"53 VERBENA LAWN, SUTTON, DUBLIN 13",Dublin,"ï¿½597,000.00",No,No,Second-Hand Dwelling house /Apartment,
"9 Braemor Dr, Churchtown, Dublin 14, Dublin 14, Dublin",D14DE09,9.128,26.05,9128,1563,Semi-D,4,3,200.0 m²,A1,—,07/02/2025,"€995,000","€1,151,000","9 BRAEMOR DR, CHURCHTOWN, DUBLIN 14",07/02/2025,"9 BRAEMOR DR, CHURCHTOWN, DUBLIN 14",Dublin,"ï¿½1,151,000.00",No,No,Second-Hand Dwelling house /Apartment,
"102 Mulvey Park, Dundrum, Dublin 14, Dublin 14, Dublin",D14K336,6.783,22.616666666666667,6783,1357,Terrace,3,2,73.0 m²,E2,—,07/02/2025,"€550,000","€550,000","102 MULVEY PARK, DUNDRUM, DUBLIN 14",07/02/2025,"102 MULVEY PARK, DUNDRUM, DUBLIN 14",Dublin,"ï¿½550,000.00",No,No,Second-Hand Dwelling house /Apartment,
"114 Lindsay Rd, Glasnevin, Dublin 9, Dublin 9, Dublin",D09T4C2,3.089,10.866666666666667,3089,652,Semi-D,4,1,152.0 m²,G,—,07/02/2025,"€970,000","€1,065,000","114 LINDSAY RD, GLASNEVIN, DUBLIN 9",07/02/2025,"114 LINDSAY RD, GLASNEVIN, DUBLIN 9",Dublin,"ï¿½1,065,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Mount Gandon, Lucan Village, Dublin, Dublin",K78WK37,27.673,29.45,27673,1767,Semi-D,4,3,118.9 m²,B3,—,07/02/2025,"€529,950","€586,950","3 MOUNT GANDON, LUCAN VILLAGE, DUBLIN",07/02/2025,"3 MOUNT GANDON, LUCAN VILLAGE, DUBLIN",Dublin,"ï¿½586,950.00",No,No,Second-Hand Dwelling house /Apartment,
"72 Laverna Way, Castleknock, Dublin 15, Dublin 15, Dublin",D15YXV2,22.763,28.65,22763,1719,Semi-D,3,3,103.6 m²,B3,—,07/02/2025,"€600,000","€672,000","72 LAVERNA WAY, CASTLEKNOCK, DUBLIN 15",07/02/2025,"72 LAVERNA WAY, CASTLEKNOCK, DUBLIN 15",Dublin,"ï¿½672,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 407, Kilmainham Sq, Kilmainham Dublin 8, Dublin 8, Dublin",D08Y5RT,6.793,22.8,6793,1368,Apartment,2,2,73.0 m²,B2,—,07/02/2025,"€395,000","€416,000","APT 407, KILMAINHAM SQ, KILMAINHAM DUBLIN 8",07/02/2025,"APT 407, KILMAINHAM SQ, KILMAINHAM DUBLIN 8",Dublin,"ï¿½416,000.00",No,No,Second-Hand Dwelling house /Apartment,
"737 Virginia Heights, Tallaght, Dublin 24, Dublin 24, Dublin",D24F407,32.724,34.46666666666667,32724,2068,Semi-D,4,1,95.0 m²,D2,—,07/02/2025,"€375,000","€406,000","737 VIRGINIA HEIGHTS, TALLAGHT, DUBLIN 24",07/02/2025,"737 VIRGINIA HEIGHTS, TALLAGHT, DUBLIN 24",Dublin,"ï¿½406,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Lavender Lodge, Nowlan Ave Mount Albion, Off Beaumont Ave Dublin 14, Dublin 14, Dublin",D14VN24,8.792,25.9,8792,1554,Detached,3,3,168.0 m²,B3,—,07/02/2025,"€875,000","€935,000","LAVENDER LODGE, NOWLAN AVE MOUNT ALBION, OFF BEAUMONT AVE DUBLIN 14",07/02/2025,"LAVENDER LODGE, NOWLAN AVE MOUNT ALBION, OFF BEAUMONT AVE DUBLIN 14",Dublin,"ï¿½935,000.00",No,No,Second-Hand Dwelling house /Apartment,
"36 Belville Court, Johnstown Rd, Cabinteely Dublin 18, Dublin 18, Dublin",A96NF78,13.228,32.7,13228,1962,Apartment,2,2,74.0 m²,C1,—,07/02/2025,"€395,000","€426,000","36 BELVILLE COURT, JOHNSTOWN RD, CABINTEELY DUBLIN 18",07/02/2025,"36 BELVILLE COURT, JOHNSTOWN RD, CABINTEELY DUBLIN 18",Dublin,"ï¿½426,000.00",No,No,Second-Hand Dwelling house /Apartment,
"50 St Brendans Crescent, Walkinstown, Dublin 12, Dublin 12, Dublin",D12Y2P3,10.642,31.05,10642,1863,Terrace,3,2,109.9 m²,C3,—,07/02/2025,"€450,000","€485,000","50 ST BRENDANS CRESCENT, WALKINSTOWN, DUBLIN 12",07/02/2025,"50 ST BRENDANS CRESCENT, WALKINSTOWN, DUBLIN 12",Dublin,"ï¿½485,000.00",No,No,Second-Hand Dwelling house /Apartment,
"54 Springdale Rd, Raheny, Dublin 5, Dublin 5, Dublin",D05PD73,6.709,17.633333333333333,6709,1058,Terrace,3,2,88.0 m²,—,—,07/02/2025,"€349,000","€468,000","54 SPRINGDALE RD, RAHENY, DUBLIN 5",07/02/2025,"54 SPRINGDALE RD, RAHENY, DUBLIN 5",Dublin,"ï¿½468,000.00",No,No,Second-Hand Dwelling house /Apartment,
"4 Kinvara Grove, Navan Rd, Dublin 7, Dublin 7, Dublin",D07Y940,6.759,21.416666666666668,6759,1285,Semi-D,4,2,125.0 m²,D2,—,07/02/2025,"€595,000","€620,000","4 KINVARA GROVE, NAVAN RD, DUBLIN 7",07/02/2025,"4 KINVARA GROVE, NAVAN RD, DUBLIN 7",Dublin,"ï¿½620,000.00",No,No,Second-Hand Dwelling house /Apartment,
"64 St Johns Wood, Clondalkin, Dublin 22, Dublin 22, Dublin",D22K840,30.367,32.483333333333334,30367,1949,Semi-D,3,1,95.0 m²,F,—,07/02/2025,"€395,000","€410,000","64 ST JOHNS WOOD, CLONDALKIN, DUBLIN 22",07/02/2025,"64 ST JOHNS WOOD, CLONDALKIN, DUBLIN 22",Dublin,"ï¿½410,000.00",No,No,Second-Hand Dwelling house /Apartment,
"35 Block H, Belgard Sq, Tallaght Dublin 24, Dublin 24, Dublin",D24PN25,34.946,34.016666666666666,34946,2041,Apartment,1,1,42.0 m²,—,—,07/02/2025,"€200,000","€235,000","35 BLOCK H, BELGARD SQ, TALLAGHT DUBLIN 24",07/02/2025,"35 BLOCK H, BELGARD SQ, TALLAGHT DUBLIN 24",Dublin,"ï¿½235,000.00",No,No,Second-Hand Dwelling house /Apartment,
"33 Abbeyfield, Milltown Rd, Dublin 6, Dublin 6, Dublin",D06X4X2,5.306,18.366666666666667,5306,1102,Apartment,2,1,59.0 m²,C3,—,07/02/2025,"€445,000","€519,000","33 ABBEYFIELD, MILLTOWN RD, DUBLIN 6",07/02/2025,"33 ABBEYFIELD, MILLTOWN RD, DUBLIN 6",Dublin,"ï¿½519,000.00",No,No,Second-Hand Dwelling house /Apartment,
"39 Seagrange Rd, Baldoyle, Dublin, Dublin 13, Dublin",D13F205,15.789,24.233333333333334,15789,1454,Terrace,3,2,115.0 m²,—,—,07/02/2025,"€440,000","€476,000","39 SEAGRANGE RD, BALDOYLE, DUBLIN",07/02/2025,"39 SEAGRANGE RD, BALDOYLE, DUBLIN",Dublin,"ï¿½476,000.00",No,No,Second-Hand Dwelling house /Apartment,
"52 Rafters Rd, Dublin 12, Dublin, Dublin 12, Dublin",D12XT82,7.738,25.416666666666668,7738,1525,Terrace,2,2,83.0 m²,D2,—,07/02/2025,"€300,000","€325,000","52 RAFTERS RD, DUBLIN 12, DUBLIN",07/02/2025,"52 RAFTERS RD, DUBLIN 12, DUBLIN",Dublin,"ï¿½325,000.00",No,No,Second-Hand Dwelling house /Apartment,
"18 Carysfort Villas, Carysfort Rd, Dalkey, Dublin",A96XD53,15.243,38.71666666666667,15243,2323,Bungalow,2,1,50.0 m²,—,—,07/02/2025,"€495,000","€480,000","18 CARYSFORT VILLAS, CARYSFORT RD, DALKEY",07/02/2025,"18 CARYSFORT VILLAS, CARYSFORT RD, DALKEY",Dublin,"ï¿½480,000.00",No,No,Second-Hand Dwelling house /Apartment,
"34 Glenageary Lodge, Glenageary, Dublin, Dublin",A96Y6X8,15.182,37.233333333333334,15182,2234,Semi-D,5,2,138.0 m²,C3,—,07/02/2025,"€795,000","€810,000","34 GLENAGEARY LODGE, GLENAGEARY, DUBLIN",07/02/2025,"34 GLENAGEARY LODGE, GLENAGEARY, DUBLIN",Dublin,"ï¿½810,000.00",No,No,Second-Hand Dwelling house /Apartment,
"30 Doonbeg House, Clarehall, Dublin 17, Dublin 17, Dublin",D17CR62,13.469,20.6,13469,1236,Apartment,3,2,99.0 m²,C1,—,07/02/2025,"€310,000","€332,000","30 DOONBEG HOUSE, CLAREHALL, DUBLIN 17",07/02/2025,"30 DOONBEG HOUSE, CLAREHALL, DUBLIN 17",Dublin,"ï¿½332,000.00",No,No,Second-Hand Dwelling house /Apartment,
"501 The Edges 3, Beacon South Quarter, Sandyford Dublin 18, Dublin 18, Dublin",D18WP04,9.731,28.216666666666665,9731,1693,Apartment,2,1,69.0 m²,—,—,07/02/2025,"€385,000","€386,000","501 THE EDGES 3, BEACON SOUTH QUARTER, SANDYFORD DUBLIN 18",07/02/2025,"501 THE EDGES 3, BEACON SOUTH QUARTER, SANDYFORD DUBLIN 18",Dublin,"ï¿½386,000.00",No,No,Second-Hand Dwelling house /Apartment,
"13 Bolbrook Park, Tallaght Dublin 24, Dublin, Dublin 24, Dublin",D24CPN8,33.012,31.466666666666665,33012,1888,End of Terrace,3,1,74.0 m²,C1,—,07/02/2025,"€360,000","€360,000","13 BOLBROOK PARK, TALLAGHT DUBLIN 24, DUBLIN",07/02/2025,"13 BOLBROOK PARK, TALLAGHT DUBLIN 24, DUBLIN",Dublin,"ï¿½360,000.00",No,No,Second-Hand Dwelling house /Apartment,
"200 Sutton Park, Dublin 13, Dublin, Dublin 13, Dublin",D13AT22,10.669,23.116666666666667,10669,1387,Detached,5,2,159.0 m²,D2,—,07/02/2025,"€760,000","€865,000","200 SUTTON PARK, DUBLIN 13, DUBLIN",07/02/2025,"200 SUTTON PARK, DUBLIN 13, DUBLIN",Dublin,"ï¿½865,000.00",No,No,Second-Hand Dwelling house /Apartment,
"70 Bantry Sq, Waterville, Dublin 15, Dublin 15, Dublin",D15Y832,22.224,24.366666666666667,22224,1462,Apartment,2,1,80.5 m²,C1,—,07/02/2025,"€285,000","€311,000","70 BANTRY SQ, WATERVILLE, DUBLIN 15",07/02/2025,"70 BANTRY SQ, WATERVILLE, DUBLIN 15",Dublin,"ï¿½311,000.00",No,No,Second-Hand Dwelling house /Apartment,
"43 Sycamore Rd, Finglas East, Dublin 11, Dublin 11, Dublin",D11KAX0,8.07,21.066666666666666,8070,1264,End of Terrace,3,2,128.0 m²,—,—,07/02/2025,"€475,000","€500,000","43 SYCAMORE RD, FINGLAS EAST, DUBLIN 11",07/02/2025,"43 SYCAMORE RD, FINGLAS EAST, DUBLIN 11",Dublin,"ï¿½500,000.00",No,No,Second-Hand Dwelling house /Apartment,
